Rk,Team,Overall,Conf,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
19,Los Angeles Clippers,32-50,West,82,242.1,36.8,80.4,0.457,6.3,18.5,0.338,30.5,61.9,0.493,18.9,26.7,0.707,11.6,30.5,42.1,22.1,7.1,4.9,16.4,21.1,98.6
9,Los Angeles Lakers*,57-25,West,82,241.8,38.1,82.4,0.463,6.4,18.1,0.352,31.8,64.3,0.494,18.8,24.1,0.779,12.1,31.9,44,22,7.3,5.1,13.1,19,101.5
12,Memphis Grizzlies*,46-36,West,82,242.4,39,82.9,0.471,3.8,11.3,0.334,35.3,71.6,0.492,18.1,24.2,0.75,11.8,29.2,41,20.6,9.4,5.4,14,20.8,99.9
8,Miami Heat*,58-24,East,82,241.2,37,76.8,0.481,6.7,18,0.37,30.3,58.8,0.515,21.5,27.9,0.769,9.6,32.5,42.1,20,6.6,5.2,13.9,20.4,102.1
30,Milwaukee Bucks,35-47,East,82,241.8,34.3,79.8,0.43,5.9,17.2,0.342,28.4,62.6,0.454,17.4,22.9,0.757,10.5,30.2,40.8,18.8,7.5,4.9,13.5,20.5,91.9
10,Minnesota Timberwolves,17-65,West,82,241.2,37.7,85.5,0.441,7.2,19.1,0.376,30.5,66.5,0.459,18.5,24.1,0.768,13.2,31.2,44.4,20.1,7.2,5.1,17,22.3,101.1
28,New Jersey Nets,24-58,East,82,244,35.6,81,0.44,5.6,16.3,0.343,30,64.6,0.464,17.4,22.9,0.759,11.1,29.8,40.8,21,5.6,4.7,14,22,94.2
27,New Orleans Hornets*,46-36,West,82,241.8,35.9,78.2,0.459,5.4,15,0.36,30.5,63.2,0.482,17.7,23.1,0.765,10,30.1,40.1,20.6,7.6,4.4,13,21,94.9
2,New York Knicks*,42-40,East,82,241.2,38.3,83.7,0.457,9.3,25.4,0.368,29,58.4,0.496,20.6,25.5,0.809,10.3,30.1,40.5,21.4,7.6,5.8,13.7,21.3,106.5
5,Oklahoma City Thunder*,55-27,West,82,244,37.4,80.6,0.464,5.9,17.1,0.347,31.5,63.5,0.495,24.1,29.3,0.823,11,31.8,42.8,20.4,8,5.9,14.1,22.4,104.8
16,Orlando Magic*,52-30,East,82,241.8,36,78.2,0.461,9.4,25.6,0.366,26.7,52.5,0.507,17.7,25.6,0.692,10.5,32.7,43.2,20,6.7,4.7,14.9,20,99.2
18,Philadelphia 76ers*,41-41,East,82,243,38.1,82.6,0.461,5.4,15.2,0.355,32.7,67.4,0.485,17.4,22.6,0.77,10.4,31.4,41.8,22.7,7.6,4.3,13,19.4,99
4,Phoenix Suns,40-42,West,82,244,39.3,83.5,0.47,8.5,22.6,0.377,30.7,60.8,0.505,18,23.6,0.759,10,30.2,40.2,23.7,6.6,4.4,14.3,20.3,105
24,Portland Trail Blazers*,48-34,West,82,241.5,36,80.5,0.447,6.3,18.3,0.345,29.7,62.1,0.477,18,22.4,0.804,12.1,27.2,39.3,21.2,8,4.4,13,19.3,96.3
15,Sacramento Kings,24-58,West,82,242.1,38.2,85.1,0.449,5.2,15.6,0.335,33,69.5,0.475,17.7,24.2,0.734,13.1,30.8,43.9,20.4,7.4,4.8,16.1,22,99.4
6,San Antonio Spurs*,61-21,West,82,241.2,38.4,80.8,0.475,8.4,21.1,0.397,30,59.8,0.503,18.5,24.2,0.767,10.1,31.7,41.9,22.4,7.3,4.5,13.4,19,103.7
17,Toronto Raptors,22-60,East,82,241.2,38.3,82.4,0.465,4.2,13.3,0.316,34.1,69.1,0.494,18.2,24.1,0.755,11.7,28.6,40.3,21.9,7.1,4.3,14.7,22,99.1
14,Utah Jazz,39-43,West,82,242.4,37.4,80.4,0.465,5.3,15.3,0.346,32.1,65,0.493,19.4,25.1,0.771,11,28.5,39.5,23.4,7.7,5.9,14.3,22.7,99.4
21,Washington Wizards,23-59,East,82,243,37.2,84,0.443,4.8,14.4,0.332,32.4,69.6,0.465,18.2,24.4,0.745,12.4,29,41.3,19.4,8.1,6.1,15.3,22.6,97.3
