Rk,Team,Overall,Conf,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
6,Indiana Pacers*,33-17,East,50,240.5,36.8,86.5,0.425,2.4,8.2,0.298,34.3,78.3,0.438,17,22.9,0.743,15.1,27.8,42.9,24.4,8.5,5.4,12.8,23.7,92.9
19,Los Angeles Clippers,9-41,West,50,241.5,34.8,76.2,0.456,3.4,10.4,0.33,31.4,65.8,0.476,19.8,28.3,0.698,12.3,31.7,44,22,8.4,7,15.2,20.2,92.8
2,Los Angeles Lakers*,31-19,West,50,241,35.1,76.4,0.459,4.6,12.4,0.373,30.4,64,0.476,16.9,23.1,0.733,11.4,27.4,38.8,20.6,8.8,4,14.4,22.8,91.7
23,Miami Heat*,33-17,East,50,241.5,35,80.7,0.434,4,11.9,0.339,30.9,68.8,0.45,17.6,24.2,0.728,12.9,29.6,42.5,18.4,7,5.8,13.8,21.3,91.6
14,Milwaukee Bucks*,28-22,East,50,241,33.8,83.2,0.406,4.5,13.6,0.331,29.3,69.6,0.421,19.2,25,0.769,14.3,28.7,43,18.5,9.8,5.5,15,22.7,91.4
11,Minnesota Timberwolves*,25-25,West,50,241,35.4,79.4,0.445,3.6,11.6,0.309,31.8,67.8,0.469,16.9,24,0.705,11.9,28.1,40,21.3,7.9,3.9,14.7,23,91.2
16,New Jersey Nets,16-34,East,50,241.5,33.2,78.8,0.421,4.5,13.2,0.341,28.7,65.6,0.437,20.2,26.6,0.76,14.2,28.9,43.2,20.7,8.8,6.4,16,22.8,91.1
27,New York Knicks*,27-23,East,50,242.5,34.2,80.1,0.427,4.3,13.4,0.32,29.9,66.8,0.448,17.7,24.5,0.721,13.3,25.9,39.2,16.4,8.5,4.7,15.9,24.5,90.4
22,Orlando Magic*,33-17,East,50,241,33.2,74.3,0.447,5,13.6,0.365,28.2,60.7,0.465,19,25.7,0.74,12.1,28.2,40.3,20.2,8.9,4.2,15.8,22.8,90.4
21,Philadelphia 76ers*,28-22,East,50,243,33.1,77.7,0.426,2,7.4,0.264,31.2,70.2,0.444,21.5,29.7,0.722,14.6,28.6,43.1,18.7,10.8,5.4,16.4,23,89.7
3,Phoenix Suns*,27-23,West,50,241,33.7,78.9,0.428,4.5,13.5,0.33,29.3,65.4,0.448,17.5,25,0.7,13.8,28.9,42.7,21.3,9.9,4.3,16.4,18.7,89.5
5,Portland Trail Blazers*,35-15,West,50,240.5,32.3,71.3,0.453,5.8,16.1,0.359,26.5,55.2,0.481,18.6,25.2,0.735,10.1,30.2,40.3,20.4,6.5,6.1,14.9,20.7,89
1,Sacramento Kings*,27-23,West,50,243.5,32.9,76.8,0.428,3,9.1,0.327,29.9,67.7,0.442,20.2,28.2,0.717,13,27.2,40.2,19.3,8.4,4,17,22.5,88.9
13,San Antonio Spurs*,37-13,West,50,242.5,34.6,83.5,0.415,3.2,11.3,0.287,31.4,72.2,0.435,15.9,23.5,0.676,16.3,31.2,47.5,20.7,8.3,4.4,15.4,25.4,88.3
4,Seattle SuperSonics,25-25,West,50,241,31.2,71.2,0.439,3.6,10.7,0.341,27.6,60.5,0.456,20.3,27.1,0.749,9.4,26.3,35.8,21.9,9,4.1,15.7,24.2,86.4
18,Toronto Raptors,23-27,East,50,242,32.2,74.1,0.435,4.2,11.8,0.353,28,62.3,0.45,17.8,24.4,0.732,11,30.2,41.2,19.3,7.9,5.2,16.1,22.8,86.4
9,Utah Jazz*,37-13,West,50,241.5,30.8,75.2,0.409,3.9,12.9,0.306,26.8,62.3,0.431,20.8,28.4,0.731,13.5,30,43.5,15.6,6.9,5.2,14.9,19.7,86.3
24,Vancouver Grizzlies,8-42,West,50,241.5,30.8,76.7,0.401,3.5,12.2,0.289,27.2,64.5,0.422,16.8,23.7,0.709,11.5,27.9,39.3,20.3,8.7,3.4,15.5,22.2,81.9
17,Washington Wizards,18-32,East,50,241.8,34.2,78.2,0.437,4.5,13.2,0.339,29.7,65,0.457,18.8,25.8,0.728,12.6,29.1,41.7,20.7,8.4,5,15.3,22.2,91.6
18,a,23-27,East,50,242,32.2,74.1,0.435,4.2,11.8,0.353,28,62.3,0.45,17.8,24.4,0.732,11,30.2,41.2,19.3,7.9,5.2,16.1,22.8,86.4
