Rk,Team,Overall,Conf,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
10,San Antonio Spurs*,35-47,West,82,241.5,43.9,86.6,0.506,0.6,2.4,0.235,43.3,84.2,0.514,23,30.8,0.746,13,29.4,42.5,27.6,9.8,4.8,19.8,25.8,111.2
20,Seattle SuperSonics,31-51,West,82,243,40.7,86.1,0.472,1,3.7,0.263,39.7,82.4,0.482,22.1,28.4,0.779,14,27.5,41.5,24.1,9.1,3.6,17.5,26.4,104.4
18,Utah Jazz*,42-40,West,82,241.2,42.1,86.4,0.488,0.4,2.1,0.207,41.7,84.3,0.494,23.5,32.9,0.716,13,30.2,43.3,26.8,8.7,8.1,18.5,24.9,108.2
22,Washington Bullets*,39-43,East,82,242.1,40.4,87.2,0.463,1.4,5,0.284,39,82.2,0.474,20.8,27.9,0.745,13,29.7,42.7,21.3,7.6,8.7,16.4,21.9,103
8,a,67-15,East,82,242.1,45.3,89.2,0.508,1.7,4.8,0.351,43.7,84.4,0.517,21.8,27.4,0.794,12.9,33.6,46.4,29.1,7.8,6.2,16.6,21.4,114.1
2,b,44-38,West,82,241.5,44.3,88.5,0.501,1.7,5.4,0.316,42.6,83,0.513,25,32.2,0.776,12.9,29.9,42.8,25.7,7.4,4.5,15.7,21.1,115.3
9,c,30-52,West,82,241.2,44.5,92.3,0.482,1.1,3.4,0.313,43.5,88.9,0.489,23.3,30.7,0.76,15.5,28.6,44.1,24.6,9.2,4.3,17.1,24.8,113.4
16,d,32-50,West,82,240.9,41.3,87.4,0.473,0.8,2.8,0.279,40.5,84.6,0.479,25.2,32.7,0.77,14.1,27.5,41.7,24,8.5,6.1,18.4,23.5,108.6
5,e,57-25,East,82,241.5,43.9,89.1,0.493,1.5,4.7,0.327,42.4,84.5,0.502,25.2,32.9,0.764,14.5,29.5,44,26.3,9.8,5.6,16.7,27,114.5
12,f,32-50,West,82,241.5,42.9,85.3,0.503,0.5,2.2,0.208,42.4,83,0.511,23.8,32.7,0.726,12.6,29.9,42.5,27.7,9.4,4.6,21.5,27.6,110
20,g,31-51,West,82,243,40.7,86.1,0.472,1,3.7,0.263,39.7,82.4,0.482,22.1,28.4,0.779,14,27.5,41.5,24.1,9.1,3.6,17.5,26.4,104.4
