Rk,Team,Overall,Conf,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
15,Indiana Pacers,28-54,East,82,242.1,41.3,84.7,0.487,2.5,7.5,0.328,38.8,77.2,0.503,21.9,27.7,0.789,13,30.5,43.4,24.5,6.9,5.1,18.9,25.7,106.9
18,Los Angeles Clippers,21-61,West,82,242.1,43,90.6,0.475,0.7,2.9,0.231,42.3,87.7,0.483,19.6,27.1,0.723,14.1,29.1,43.2,26.9,9.9,6.5,20.3,23.6,106.2
5,Los Angeles Lakers*,57-25,West,82,241.5,43.7,87.1,0.502,2.8,8.1,0.34,40.9,79,0.518,24.5,30.6,0.802,13.3,31.9,45.2,27.8,8.8,5.1,16.4,20.4,114.7
25,Miami Heat,15-67,East,82,242.1,39.3,86.8,0.453,1.2,3.6,0.326,38.1,83.1,0.458,18,25.6,0.702,16,27,42.9,23.9,9.1,5,21.1,25.9,97.8
11,Milwaukee Bucks*,49-33,East,82,240.9,41.5,87.4,0.474,2.2,6.9,0.316,39.3,80.5,0.488,23.8,29,0.821,13.8,27.7,41.5,25.3,10,3.9,15.9,23.8,108.9
23,New Jersey Nets,26-56,East,82,241.5,40.6,88.1,0.461,2.3,6.9,0.329,38.4,81.2,0.473,20.2,27.6,0.731,14.7,29.5,44.2,21.9,9.4,5.3,17.7,24,103.7
3,New York Knicks*,52-30,East,82,241.5,45.1,92.8,0.486,4.7,14,0.337,40.4,78.8,0.513,21.7,28.9,0.752,16.1,27.6,43.7,25.4,11,5.4,19.2,25,116.7
8,Philadelphia 76ers*,46-36,East,82,241.2,42.7,87.8,0.486,2.5,7.9,0.316,40.2,79.9,0.503,24,30.5,0.787,13.9,28.7,42.7,25.7,8.4,4.3,14.8,21,111.9
1,Phoenix Suns*,55-27,West,82,240.9,45.8,92,0.498,2,5.9,0.349,43.7,86.1,0.508,25,31.6,0.791,13.4,31.9,45.3,27.8,8.5,5.1,15.6,23.6,118.6
6,Portland Trail Blazers*,39-43,West,82,241.8,45.1,95.1,0.474,2.6,7.9,0.335,42.4,87.2,0.487,21.8,29.5,0.74,16.9,29,45.9,27,10.1,4.7,17.5,24.7,114.6
20,Sacramento Kings,27-55,West,82,241.2,41,89.6,0.457,3.7,10,0.373,37.3,79.6,0.468,19.8,25.7,0.77,13.9,29.9,43.8,24,7.6,5,16.7,22.9,105.5
19,San Antonio Spurs,21-61,West,82,240.9,42.3,90.4,0.468,0.8,3.6,0.215,41.5,86.8,0.479,20.1,28.9,0.698,15.8,26.6,42.4,24.8,11.7,5.2,20.9,26.3,105.5
7,Seattle SuperSonics*,47-35,West,82,241.2,43.5,91.2,0.477,3.6,9.4,0.379,39.9,81.8,0.488,21.6,29,0.746,17,27.3,44.3,25.4,10.5,6,17.1,24.7,112.1
21,Utah Jazz*,51-31,West,82,240.6,38.8,80.4,0.482,1.4,4.6,0.3,37.4,75.8,0.494,25.7,33.4,0.77,12.8,31.8,44.6,25.7,8.8,7.1,18.7,23.1,104.7
14,Washington Bullets,40-42,East,82,242.1,42.9,92.6,0.464,0.6,3,0.214,42.3,89.6,0.472,21.8,28.3,0.772,15.3,28.7,44,25,8.5,4,15.7,25,108.3
2,a,44-38,West,82,242.4,46.5,99.3,0.468,2.8,8.2,0.337,43.7,91,0.48,22.2,28.2,0.787,14.7,30.6,45.4,27.8,9.9,5.3,14.9,25.5,118
16,b,63-19,East,82,241.8,41.4,83.9,0.494,1.5,4.9,0.3,39.9,79,0.505,22.3,29,0.769,14.1,31,45.1,24.7,6.4,5,16.3,23.6,106.6
4,c,43-39,West,82,242.7,45.5,97.3,0.468,2.4,7.7,0.308,43.1,89.6,0.481,23.2,29.1,0.799,16.1,31.2,47.4,24.5,10.1,7.8,18.1,23.7,116.6
13,d,45-37,West,82,242.1,41.6,87.8,0.474,2,6.4,0.314,39.6,81.4,0.487,23.3,30.8,0.755,14.8,31.1,45.9,24.6,9.6,6.1,19.1,24.7,108.5
15,e,28-54,East,82,242.1,41.3,84.7,0.487,2.5,7.5,0.328,38.8,77.2,0.503,21.9,27.7,0.789,13,30.5,43.4,24.5,6.9,5.1,18.9,25.7,106.9
