Rk,Team,Overall,Conf,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2,Los Angeles Lakers*,60-22,West,82,241.8,43.3,92.3,0.47,0.7,2.3,0.312,42.6,90,0.474,21.1,27.5,0.768,16.8,31.1,47.9,24.9,9.1,5.2,18.2,22.7,108.5
9,Milwaukee Bucks*,49-33,East,82,241.5,42.1,91.5,0.461,1,3.6,0.285,41.1,87.9,0.468,23,29.3,0.782,15,30.9,45.9,25.5,10.6,7.1,20.8,26.6,108.3
13,New Jersey Nets,34-48,East,82,241.8,42.2,91.1,0.463,1,3.1,0.325,41.2,88,0.468,22.8,31,0.737,16,30.8,46.8,25.4,9.1,4.9,18.7,23.4,108.3
4,New York Knicks,39-43,East,82,241.5,43.7,91.3,0.478,0.3,1.4,0.219,43.4,89.9,0.482,20.4,27.4,0.743,14.5,29.6,44.1,25.9,10.5,4.3,17.5,26,108
10,Philadelphia 76ers*,59-23,East,82,240.9,43,91.4,0.47,2.2,6.6,0.326,40.8,84.8,0.482,19.5,26.4,0.736,15.8,28.1,43.9,20.6,8.1,3.5,17.6,23.1,107.6
7,Phoenix Suns*,55-27,West,82,242.7,41,84.7,0.484,0.9,3.4,0.255,40.1,81.3,0.494,24.6,31.6,0.779,13.6,30.1,43.7,26.2,8.6,4.8,20.5,26.2,107.5
21,Portland Trail Blazers*,38-44,West,82,242.4,43.6,95.1,0.458,0.9,2.9,0.307,42.7,92.2,0.463,18.9,25,0.758,16.3,33.2,49.5,26.8,6.5,5.4,16.8,23.1,107
1,San Antonio Spurs*,41-41,West,82,241.2,39.8,85.7,0.464,0.2,0.9,0.173,39.6,84.8,0.467,24.9,32.3,0.771,16.7,29.3,46,23.3,9.5,6.6,18.2,28,104.5
16,San Diego Clippers,35-47,West,82,242.4,43,89.2,0.482,0.3,1.5,0.223,42.7,87.8,0.486,17.2,23.3,0.738,14.1,29.7,43.8,24.7,9.5,4.1,18.2,25.4,103.6
12,Seattle SuperSonics*,56-26,West,82,241.2,41.6,87.4,0.476,0.3,1.6,0.197,41.2,85.8,0.481,19,25.6,0.743,15.8,29.4,45.2,23.1,8.6,5.8,18.9,23.9,102.5
22,Utah Jazz,24-58,West,82,241.5,41.2,83.1,0.496,0.7,2.3,0.319,40.5,80.9,0.501,19.2,23.7,0.809,11.8,28.8,40.6,24.5,8,4.4,18.8,24.5,102.4
18,Washington Bullets*,39-43,East ,82,241.8,43.6,90.6,0.481,0.8,2.8,0.28,42.9,87.9,0.488,21.3,27.8,0.764,15.1,29.9,44.9,25.8,9.4,5.3,18.9,24.4,109.3
3,a,37-45,East,82,241.2,46.4,93.6,0.496,0.5,2.3,0.22,45.9,91.2,0.503,20.7,27.7,0.747,15.1,28.1,43.2,27.6,10.7,5.6,19.7,26.4,114
20,b,24-58,West,82,240.9,43.5,88.2,0.493,0.8,3.4,0.243,42.7,84.8,0.504,23.2,30.1,0.773,13.1,30,43,27.8,11.1,4.2,19.9,22.6,111.1
15,c,47-35,East,82,242.1,43,87.3,0.492,0.3,1.5,0.216,42.6,85.7,0.497,22.9,29.6,0.772,14.5,32.1,46.6,27.1,9.7,8,20.8,22.7,109.1
4,d,39-43,West,82,241.5,43.7,91.3,0.478,0.3,1.4,0.219,43.4,89.9,0.482,20.4,27.4,0.743,14.5,29.6,44.1,25.9,10.5,4.3,17.5,26,108
1,e,41-41,East,82,241.2,39.8,85.7,0.464,0.2,0.9,0.173,39.6,84.8,0.467,24.9,32.3,0.771,16.7,29.3,46,23.3,9.5,6.6,18.2,28,104.5
22,f,24-58,West,82,241.5,41.2,83.1,0.496,0.7,2.3,0.319,40.5,80.9,0.501,19.2,23.7,0.809,11.8,28.8,40.6,24.5,8,4.4,18.8,24.5,102.4
17,g,30-52,East,82,243,46.5,98.1,0.474,0.4,2.3,0.193,46,95.8,0.481,20.8,26.9,0.772,15.9,29,45,25.7,9.3,4.2,16.7,23.6,114.1
13,h,34-48,West,82,241.8,42.2,91.1,0.463,1,3.1,0.325,41.2,88,0.468,22.8,31,0.737,16,30.8,46.8,25.4,9.1,4.9,18.7,23.4,108.3
