Rk,Team,Overall,Conf,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
9,Phoenix Suns,36-46,West,82,242.1,43.6,87.7,0.497,0.7,3.1,0.242,42.9,84.6,0.506,23.2,30.5,0.76,13.6,28.9,42.4,28.7,8.6,4.8,18.3,25,111.1
1,Portland Trail Blazers*,49-33,West,82,241.5,44.5,88.4,0.504,1.2,4.1,0.289,43.3,84.3,0.514,27.7,35.7,0.775,14.4,29.4,43.8,28.8,9.4,4.7,18.9,25.4,117.9
10,Sacramento Kings,29-53,West,82,241.2,43,90.4,0.475,0.9,3.7,0.251,42,86.7,0.485,24.1,30.2,0.796,15.6,29.8,45.4,26.6,6.3,4.8,17.1,24.5,110.9
14,San Antonio Spurs,28-54,West,82,241.5,43.1,90.9,0.474,1.4,4.9,0.29,41.6,86,0.484,20.7,28,0.742,15.7,28.6,44.3,27.1,9.6,4,17.1,23.5,108.3
5,Seattle SuperSonics*,39-43,West,82,242.1,43.8,90.9,0.482,2.3,7,0.335,41.5,83.9,0.494,23.8,31.4,0.758,16.7,29.2,46,26.6,8.6,5.5,18.4,27.1,113.7
15,Utah Jazz*,44-38,West,82,240.9,42.5,91.6,0.464,1.7,5.5,0.31,40.8,86.2,0.474,21.2,29.1,0.726,14.6,30,44.5,27.3,10.2,7.7,17.1,24.9,107.9
19,Washington Bullets*,42-40,East,82,240.3,40.9,90.2,0.454,0.5,2.7,0.197,40.4,87.5,0.461,23.6,30.9,0.765,15.9,28.2,44.1,21.3,9.2,8.4,15.9,21.6,106
12,a,57-25,East,82,240.6,41.9,87.1,0.481,1.6,5.2,0.318,40.2,81.9,0.491,24.6,32.5,0.759,16.5,30.2,46.7,25.3,8.5,6.2,15.6,26.2,110
3,b,37-45,West,82,241.2,45.7,97,0.471,1.3,4.8,0.271,44.4,92.2,0.481,24.1,31.3,0.769,15.8,28.9,44.7,28.3,9.2,5.1,14.8,26.6,116.7
16,c,42-40,West,82,241.2,42.3,88.6,0.477,1.1,4,0.275,41.2,84.6,0.487,21.3,28.7,0.741,14.5,30.3,44.8,27.2,8,6.8,16.9,24.1,106.9
2,d,65-17,West,82,240.6,45.6,88.4,0.516,2,5.5,0.367,43.6,82.9,0.526,24.5,31.1,0.789,13.7,30.7,44.4,29.6,8.9,5.9,16.6,22.6,117.8
23,e,24-58,East,82,241.2,40.6,85.6,0.474,1.5,4.6,0.333,39.1,81.1,0.482,21,28.8,0.73,13.5,26.4,39.9,23.7,8.6,4.8,17.3,24.7,103.8
17,f,45-37,East,82,242.4,40.7,82.8,0.491,1.1,4.1,0.259,39.6,78.7,0.503,24,31.9,0.753,14.4,28.4,42.7,23.7,9.4,6.6,18.5,21.6,106.5
5,g,39-43,West,82,242.1,43.8,90.9,0.482,2.3,7,0.335,41.5,83.9,0.494,23.8,31.4,0.758,16.7,29.2,46,26.6,8.6,5.5,18.4,27.1,113.7
